subject_id,session_id,muscle,arm,rep_number,rms,mav,wl,zc,ssc,n_samples,data_quality,label,fatigue_level,label_type,load_kg,sex,age,weight_kg,height_m,workouts_per_week,modality,dataset
Suj_5,Suj_5_B1,Bicep,1,3,41.41861724081231,29.600741656365884,15942.0,154,242,809,valid,0.6666666666666666,1,rep_ordinal_proxy,5.5,M,20.0,72.0,1.72,4.0,emg,mendeley_emg_biceps_triceps
Suj_5,Suj_5_B1,Bicep,1,4,47.512985238077455,32.47727272727273,26161.0,208,366,1232,valid,1.0,2,rep_ordinal_proxy,5.5,M,20.0,72.0,1.72,4.0,emg,mendeley_emg_biceps_triceps
Suj_5,Suj_5_B2,Bicep,2,1,37.289235792882536,24.836676217765042,12919.0,135,215,698,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_5,Suj_5_B2,Bicep,2,2,39.84604936845338,27.131147540983605,13818.0,122,198,732,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_5,Suj_5_B2,Bicep,2,3,38.439562952770416,26.32,24262.0,238,396,1300,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_5,Suj_5_B2,Bicep,2,4,40.22029754812097,26.666448659254414,27329.0,269,471,1529,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_6,Suj_6_B1,Bicep,1,1,31.123828217731013,21.146341463414632,11497.0,150,247,820,valid,0.0,0,rep_ordinal_proxy,6.5,M,19.0,75.0,1.75,4.0,emg,mendeley_emg_biceps_triceps
Suj_6,Suj_6_B1,Bicep,1,2,31.911039359282718,23.262886597938145,12027.0,136,223,776,valid,0.3333333333333333,0,rep_ordinal_proxy,6.5,M,19.0,75.0,1.75,4.0,emg,mendeley_emg_biceps_triceps
Suj_6,Suj_6_B1,Bicep,1,3,34.090268482790776,23.722875816993465,12983.0,128,225,765,valid,0.6666666666666666,1,rep_ordinal_proxy,6.5,M,19.0,75.0,1.75,4.0,emg,mendeley_emg_biceps_triceps
Suj_6,Suj_6_B1,Bicep,1,4,36.46252915067917,24.892785571142284,16946.0,186,311,998,valid,1.0,2,rep_ordinal_proxy,6.5,M,19.0,75.0,1.75,4.0,emg,mendeley_emg_biceps_triceps
Suj_6,Suj_6_B2,Bicep,2,1,37.50901953386349,25.207474226804123,13055.0,125,255,776,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_6,Suj_6_B2,Bicep,2,2,41.52914709140479,28.079941860465116,12876.0,112,218,688,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_6,Suj_6_B2,Bicep,2,3,41.0019091918541,28.4844262295082,23732.0,236,366,1220,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_6,Suj_6_B2,Bicep,2,4,43.248040085603954,30.94408945686901,25860.0,232,383,1252,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_7,Suj_7_B1,Bicep,1,1,61.61435218406283,42.67901234567901,23478.0,157,239,810,valid,0.0,0,rep_ordinal_proxy,11.2,M,21.0,68.0,1.75,5.0,emg,mendeley_emg_biceps_triceps
Suj_7,Suj_7_B1,Bicep,1,2,68.48460567971996,48.669950738916256,20809.0,120,204,609,valid,0.3333333333333333,0,rep_ordinal_proxy,11.2,M,21.0,68.0,1.75,5.0,emg,mendeley_emg_biceps_triceps
Suj_7,Suj_7_B1,Bicep,1,3,63.085109529500464,42.94706723891273,19405.0,126,220,699,valid,0.6666666666666666,1,rep_ordinal_proxy,11.2,M,21.0,68.0,1.75,5.0,emg,mendeley_emg_biceps_triceps
Suj_7,Suj_7_B1,Bicep,1,4,57.73966289203701,38.92246835443038,16261.0,112,190,632,valid,1.0,2,rep_ordinal_proxy,11.2,M,21.0,68.0,1.75,5.0,emg,mendeley_emg_biceps_triceps
Suj_7,Suj_7_B2,Bicep,2,1,44.946374869231725,30.269183922046285,16067.0,131,237,821,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_7,Suj_7_B2,Bicep,2,2,43.00342471033095,28.156769596199524,15744.0,133,252,842,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_7,Suj_7_B2,Bicep,2,3,37.976463174359644,26.709339774557165,21369.0,215,355,1242,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_7,Suj_7_B2,Bicep,2,4,39.38405597109444,28.041062801932366,23180.0,208,381,1242,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_8,Suj_8_B1,Bicep,1,1,60.73408748226847,42.70283806343907,16782.0,110,212,599,valid,0.0,0,rep_ordinal_proxy,15.0,M,22.0,68.0,1.72,4.0,emg,mendeley_emg_biceps_triceps
Suj_8,Suj_8_B1,Bicep,1,2,55.306632580795004,38.354111405835546,19187.0,141,230,754,valid,0.3333333333333333,0,rep_ordinal_proxy,15.0,M,22.0,68.0,1.72,4.0,emg,mendeley_emg_biceps_triceps
Suj_8,Suj_8_B1,Bicep,1,3,54.4452415489468,35.79889042995839,14660.0,105,204,721,valid,0.6666666666666666,1,rep_ordinal_proxy,15.0,M,22.0,68.0,1.72,4.0,emg,mendeley_emg_biceps_triceps
Suj_8,Suj_8_B1,Bicep,1,4,48.22962604091747,32.83806343906511,12456.0,90,168,599,valid,1.0,2,rep_ordinal_proxy,15.0,M,22.0,68.0,1.72,4.0,emg,mendeley_emg_biceps_triceps
Suj_8,Suj_8_B2,Bicep,2,1,33.17980114834975,23.424403183023873,11037.0,115,213,754,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_8,Suj_8_B2,Bicep,2,2,32.8029602281014,23.36388508891929,10642.0,112,219,731,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_8,Suj_8_B2,Bicep,2,3,34.12762256143157,23.08113035551504,16883.0,205,349,1097,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_8,Suj_8_B2,Bicep,2,4,38.13326161011724,27.868717948717947,18235.0,171,293,975,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_9,Suj_9_B1,Bicep,1,1,21.57590126687163,15.293405114401077,8115.0,141,249,743,valid,0.0,0,rep_ordinal_proxy,5.0,M,17.0,71.0,1.74,5.0,emg,mendeley_emg_biceps_triceps
Suj_9,Suj_9_B1,Bicep,1,2,26.850022664043312,18.21359223300971,9502.0,140,234,721,valid,0.3333333333333333,0,rep_ordinal_proxy,5.0,M,17.0,71.0,1.74,5.0,emg,mendeley_emg_biceps_triceps
Suj_9,Suj_9_B1,Bicep,1,3,35.805752506661634,24.562841530054644,12384.0,131,224,732,valid,0.6666666666666666,1,rep_ordinal_proxy,5.0,M,17.0,71.0,1.74,5.0,emg,mendeley_emg_biceps_triceps
Suj_9,Suj_9_B1,Bicep,1,4,32.220456904539,21.469607843137254,15497.0,195,317,1020,valid,1.0,2,rep_ordinal_proxy,5.0,M,17.0,71.0,1.74,5.0,emg,mendeley_emg_biceps_triceps
Suj_9,Suj_9_B2,Bicep,2,1,48.89097991738483,34.06499261447563,15091.0,129,189,677,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_9,Suj_9_B2,Bicep,2,2,52.830538595565805,36.490701001430615,16752.0,125,224,699,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_9,Suj_9_B2,Bicep,2,3,47.425138324982726,33.48717948717949,28476.0,240,359,1287,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_9,Suj_9_B2,Bicep,2,4,45.89605476658375,32.695686274509804,28728.0,227,388,1275,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_10,Suj_10_B1,Bicep,1,1,39.20765231431232,27.685714285714287,12598.0,129,193,700,valid,0.0,0,rep_ordinal_proxy,7.5,M,19.0,78.0,1.69,3.0,emg,mendeley_emg_biceps_triceps
Suj_10,Suj_10_B1,Bicep,1,2,36.446447032958645,27.176392572944298,13752.0,142,242,754,valid,0.3333333333333333,0,rep_ordinal_proxy,7.5,M,19.0,78.0,1.69,3.0,emg,mendeley_emg_biceps_triceps
Suj_10,Suj_10_B1,Bicep,1,3,39.6750997115055,28.0,13505.0,134,218,687,valid,0.6666666666666666,1,rep_ordinal_proxy,7.5,M,19.0,78.0,1.69,3.0,emg,mendeley_emg_biceps_triceps
Suj_10,Suj_10_B1,Bicep,1,4,31.72553917690878,22.968852459016393,9875.0,120,196,610,valid,1.0,2,rep_ordinal_proxy,7.5,M,19.0,78.0,1.69,3.0,emg,mendeley_emg_biceps_triceps
Suj_10,Suj_10_B2,Bicep,2,1,47.75923666732042,33.11644832605531,14867.0,119,205,687,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_10,Suj_10_B2,Bicep,2,2,45.741198797603246,31.373546511627907,15217.0,125,187,688,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_10,Suj_10_B2,Bicep,2,3,45.22219085199815,31.541090909090908,29934.0,254,433,1375,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_10,Suj_10_B2,Bicep,2,4,40.664026972529925,28.267099056603772,31892.0,294,503,1696,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_11,Suj_11_B1,Bicep,1,1,64.31852471879041,43.360628618693134,34643.0,208,335,1209,valid,0.0,0,rep_ordinal_proxy,7.5,M,25.0,78.0,1.8,3.0,emg,mendeley_emg_biceps_triceps
Suj_11,Suj_11_B1,Bicep,1,2,61.42888563914846,42.17465753424658,23732.0,135,262,876,valid,0.3333333333333333,0,rep_ordinal_proxy,7.5,M,25.0,78.0,1.8,3.0,emg,mendeley_emg_biceps_triceps
Suj_11,Suj_11_B1,Bicep,1,3,69.18096400272853,45.994219653179194,25682.0,142,267,865,valid,0.6666666666666666,1,rep_ordinal_proxy,7.5,M,25.0,78.0,1.8,3.0,emg,mendeley_emg_biceps_triceps
Suj_11,Suj_11_B1,Bicep,1,4,68.23876660881763,47.702439024390245,24191.0,136,245,820,valid,1.0,2,rep_ordinal_proxy,7.5,M,25.0,78.0,1.8,3.0,emg,mendeley_emg_biceps_triceps
Suj_11,Suj_11_B2,Bicep,2,1,51.022516302229945,34.176886792452834,19858.0,166,302,848,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_11,Suj_11_B2,Bicep,2,2,67.05628092371926,45.181603773584904,22962.0,140,257,848,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_11,Suj_11_B2,Bicep,2,3,61.29602517865822,41.81831831831832,17467.0,111,198,666,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_11,Suj_11_B2,Bicep,2,4,59.5195920805261,41.950127877237854,22496.0,152,265,782,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_12,Suj_12_B1,Bicep,1,1,31.846231264615422,21.24161735700197,14418.0,165,303,1014,valid,0.0,0,rep_ordinal_proxy,6.0,M,20.0,72.0,1.75,3.0,emg,mendeley_emg_biceps_triceps
Suj_12,Suj_12_B1,Bicep,1,2,36.956464868362374,22.314285714285713,15013.0,160,296,1015,valid,0.3333333333333333,0,rep_ordinal_proxy,6.0,M,20.0,72.0,1.75,3.0,emg,mendeley_emg_biceps_triceps
Suj_12,Suj_12_B1,Bicep,1,3,38.207935189897526,25.631830601092897,24357.0,237,446,1464,valid,0.6666666666666666,1,rep_ordinal_proxy,6.0,M,20.0,72.0,1.75,3.0,emg,mendeley_emg_biceps_triceps
Suj_12,Suj_12_B1,Bicep,1,4,35.02977851077082,23.172814207650273,21986.0,246,400,1464,valid,1.0,2,rep_ordinal_proxy,6.0,M,20.0,72.0,1.75,3.0,emg,mendeley_emg_biceps_triceps
Suj_12,Suj_12_B2,Bicep,2,1,34.12392210877637,22.609442060085836,14880.0,158,305,932,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_12,Suj_12_B2,Bicep,2,2,27.852077218143037,18.790934320074005,13620.0,172,328,1081,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_12,Suj_12_B2,Bicep,2,3,29.492926115002234,18.814957594448728,17152.0,242,439,1297,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_12,Suj_12_B2,Bicep,2,4,27.189286390593413,17.939876215738284,13842.0,187,387,1131,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_13,Suj_13_B1,Bicep,1,1,49.150134483293314,34.54607768469155,31814.0,257,426,1313,valid,0.0,0,rep_ordinal_proxy,10.0,M,19.0,79.0,1.82,3.0,emg,mendeley_emg_biceps_triceps
Suj_13,Suj_13_B1,Bicep,1,2,56.90141160113548,41.106014271151885,28355.0,197,316,981,valid,0.3333333333333333,0,rep_ordinal_proxy,10.0,M,19.0,79.0,1.82,3.0,emg,mendeley_emg_biceps_triceps
Suj_13,Suj_13_B1,Bicep,1,3,57.53531876271039,41.06246317030053,45054.0,292,539,1697,valid,0.6666666666666666,1,rep_ordinal_proxy,10.0,M,19.0,79.0,1.82,3.0,emg,mendeley_emg_biceps_triceps
Suj_13,Suj_13_B1,Bicep,1,4,44.919569343988854,30.927512355848435,26799.0,226,396,1214,valid,1.0,2,rep_ordinal_proxy,10.0,M,19.0,79.0,1.82,3.0,emg,mendeley_emg_biceps_triceps
Suj_13,Suj_13_B2,Bicep,2,1,54.91219367004979,39.71320182094082,37743.0,268,435,1318,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_13,Suj_13_B2,Bicep,2,2,56.52865857692299,38.96645569620253,39364.0,280,501,1580,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_13,Suj_13_B2,Bicep,2,3,45.7420832168205,32.29194187582563,32944.0,269,515,1514,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_13,Suj_13_B2,Bicep,2,4,45.80114685542765,31.71613394216134,29182.0,237,411,1314,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_14,Suj_14_B1,Bicep,1,1,43.439365280979445,29.210053859964095,21706.0,185,332,1114,valid,0.0,0,rep_ordinal_proxy,7.5,M,27.0,82.0,1.77,4.0,emg,mendeley_emg_biceps_triceps
Suj_14,Suj_14_B1,Bicep,1,2,45.43814360377736,30.914479254868755,23787.0,210,379,1181,valid,0.3333333333333333,0,rep_ordinal_proxy,7.5,M,27.0,82.0,1.77,4.0,emg,mendeley_emg_biceps_triceps
Suj_14,Suj_14_B1,Bicep,1,3,39.01331980410542,26.359732824427482,18237.0,179,294,1048,valid,0.6666666666666666,1,rep_ordinal_proxy,7.5,M,27.0,82.0,1.77,4.0,emg,mendeley_emg_biceps_triceps
Suj_14,Suj_14_B1,Bicep,1,4,39.040356367320165,27.040671971706455,20698.0,201,350,1131,valid,1.0,2,rep_ordinal_proxy,7.5,M,27.0,82.0,1.77,4.0,emg,mendeley_emg_biceps_triceps
Suj_14,Suj_14_B2,Bicep,2,1,54.37913898949033,38.98719376391982,46912.0,331,564,1796,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_14,Suj_14_B2,Bicep,2,2,67.45131284313001,46.226027397260275,39797.0,253,428,1314,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_14,Suj_14_B2,Bicep,2,3,61.311960766137275,45.69728331177232,47502.0,303,495,1546,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_14,Suj_14_B2,Bicep,2,4,36.89219732824513,26.74040066777963,24463.0,265,455,1198,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_15,Suj_15_B1,Bicep,1,1,0.20288706230608675,0.1424508777715643,82.76131687242798,178,277,861,valid,0.0,0,rep_ordinal_proxy,3.0,F,17.0,77.0,1.74,5.0,emg,mendeley_emg_biceps_triceps
Suj_15,Suj_15_B1,Bicep,1,2,0.17465853674782622,0.11969756688832096,80.45267489711935,183,310,971,valid,0.3333333333333333,0,rep_ordinal_proxy,3.0,F,17.0,77.0,1.74,5.0,emg,mendeley_emg_biceps_triceps
Suj_15,Suj_15_B1,Bicep,1,3,0.13699329817116132,0.09529026481952692,69.94238683127573,202,323,1048,valid,0.6666666666666666,1,rep_ordinal_proxy,3.0,F,17.0,77.0,1.74,5.0,emg,mendeley_emg_biceps_triceps
Suj_15,Suj_15_B1,Bicep,1,4,0.1604024639738814,0.11072544108360562,73.29218106995884,176,307,971,valid,1.0,2,rep_ordinal_proxy,3.0,F,17.0,77.0,1.74,5.0,emg,mendeley_emg_biceps_triceps
Suj_15,Suj_15_B2,Bicep,2,1,38.64326698576782,27.269675925925927,16385.0,159,261,864,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_15,Suj_15_B2,Bicep,2,2,51.902153569076546,36.85260482846252,19780.0,154,246,787,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_15,Suj_15_B2,Bicep,2,3,46.635881872016384,31.81847475832438,19934.0,166,289,931,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_15,Suj_15_B2,Bicep,2,4,36.81682539924691,25.71604938271605,17590.0,176,319,1053,valid,1.0,2,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_16,Suj_16_B1,Bicep,1,1,53.87921231183223,37.05392731535756,22351.0,154,272,853,valid,0.0,0,rep_ordinal_proxy,7.5,M,22.0,85.0,1.82,4.0,emg,mendeley_emg_biceps_triceps
Suj_16,Suj_16_B1,Bicep,1,2,56.89334283566394,39.61124121779859,21255.0,146,258,854,valid,0.3333333333333333,0,rep_ordinal_proxy,7.5,M,22.0,85.0,1.82,4.0,emg,mendeley_emg_biceps_triceps
Suj_16,Suj_16_B1,Bicep,1,3,62.17326237210502,43.309859154929576,28134.0,182,308,1065,valid,0.6666666666666666,1,rep_ordinal_proxy,7.5,M,22.0,85.0,1.82,4.0,emg,mendeley_emg_biceps_triceps
Suj_16,Suj_16_B1,Bicep,1,4,58.69997362630925,41.9661751951431,31654.0,218,372,1153,valid,1.0,2,rep_ordinal_proxy,7.5,M,22.0,85.0,1.82,4.0,emg,mendeley_emg_biceps_triceps
Suj_16,Suj_16_B2,Bicep,2,1,37.907782842049734,27.093567251461987,15081.0,150,267,855,valid,0.0,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_16,Suj_16_B2,Bicep,2,2,42.65682368069512,30.52591170825336,21472.0,187,317,1042,valid,0.3333333333333333,0,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
Suj_16,Suj_16_B2,Bicep,2,3,38.6650587213087,26.76178660049628,21058.0,211,364,1209,valid,0.6666666666666666,1,rep_ordinal_proxy,,,,,,,emg,mendeley_emg_biceps_triceps
